Description,log2_diff,p
Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,0.546843333,0.006320038
Protein N-lysine methyltransferase FAM173B OS=Homo sapiens OX=9606 GN=FAM173B PE=1 SV=1,0.542766667,0.001363408
Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3,0.541905667,0.023726735
Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1,0.541303333,0.004879192
60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2,0.540506,0.000953368
UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1,0.540190433,0.04116675
Inosine-5'-monophosphate dehydrogenase 2 (Fragment) OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=1,0.539763333,0.006128884
T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,0.5378467,0.031914709
T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4,0.537087,0.029488824
Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1,0.536503333,0.063207862
Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=1,0.534548667,0.088879833
"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2",0.533946667,0.238020981
"Folylpolyglutamate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=FPGS PE=1 SV=3",0.53168,0.000961411
Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3,0.531590833,0.002448531
Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3,0.530366667,0.016131936
Solute carrier family 25 member 36 OS=Homo sapiens OX=9606 GN=SLC25A36 PE=1 SV=1,0.52908868,0.00594806
"Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2",0.528699,0.016484019
Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2,0.528476667,0.013547495
EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EDIL3 PE=1 SV=1,0.528403333,0.005014174
Coiled-coil-helix-coiled-coil-helix domain-containing protein 5 OS=Homo sapiens OX=9606 GN=CHCHD5 PE=1 SV=1,0.527206667,0.01129812
"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3",0.525956667,0.000412342
Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=1,0.523325067,0.112207899
Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2,0.5227997,0.022064001
Brain mitochondrial carrier protein 1 OS=Homo sapiens OX=9606 GN=SLC25A14 PE=1 SV=1,0.52047,0.005904234
T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4,0.517709667,0.036687338
Protein FRG1 OS=Homo sapiens OX=9606 GN=FRG1 PE=1 SV=1,0.51718,0.018543411
Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,0.517036333,0.000391735
Bone marrow stromal antigen 2 OS=Homo sapiens OX=9606 GN=BST2 PE=1 SV=1,0.514346667,0.001662705
Glucose-induced degradation protein 8 homolog OS=Homo sapiens OX=9606 GN=GID8 PE=1 SV=1,0.512016667,0.129533118
EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=1,0.507976,0.153573695
Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4,0.50636,0.026695552
Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2,0.506303333,0.000697073
Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1,0.50562,0.000992199
Deoxyribonuclease-2-alpha OS=Homo sapiens OX=9606 GN=DNASE2 PE=1 SV=2,0.5052319,0.004958025
GTP-binding protein 8 OS=Homo sapiens OX=9606 GN=GTPBP8 PE=2 SV=1,0.5044,0.056420638
Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,0.50419,0.0826497
Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,0.503910667,0.070385942
Helicase MOV-10 OS=Homo sapiens OX=9606 GN=MOV10 PE=1 SV=2,0.502796667,0.003312831
NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens OX=9606 GN=UBE2M PE=1 SV=1,0.500293667,0.063049997
NPC intracellular cholesterol transporter 2 OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1,0.500156667,0.082933647
Argininosuccinate synthase OS=Homo sapiens OX=9606 GN=ASS1 PE=1 SV=2,0.497863,0.014579264
Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens OX=9606 GN=PITPNA PE=1 SV=2,0.496996667,0.001973446
Serine/threonine-protein kinase VRK2 OS=Homo sapiens OX=9606 GN=VRK2 PE=1 SV=3,0.496653333,0.000720504
Reactive oxygen species modulator 1 OS=Homo sapiens OX=9606 GN=ROMO1 PE=1 SV=1,0.493553667,0.001909696
Lipoprotein lipase OS=Homo sapiens OX=9606 GN=LPL PE=1 SV=1,0.492463767,0.006633943
CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2,0.490780333,0.004466821
ATPase family AAA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ATAD1 PE=1 SV=1,0.490673333,0.000671044
40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3,0.489623067,0.043590978
Uncharacterized protein C12orf73 OS=Homo sapiens OX=9606 GN=C12orf73 PE=3 SV=2,0.4891,0.004077442
Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3,0.4880144,0.020730359
Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1,0.48754,0.015848516
Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1,0.4871935,0.042664881
F-box only protein 7 OS=Homo sapiens OX=9606 GN=FBXO7 PE=1 SV=1,0.484766667,0.006264652
Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Homo sapiens OX=9606 GN=PPP2R5D PE=1 SV=1,0.482751667,0.012578043
Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=1,0.482183333,0.176678445
Crossover junction endonuclease EME1 (Fragment) OS=Homo sapiens OX=9606 GN=EME1 PE=1 SV=1,0.482133333,0.002458795
"Tetratricopeptide repeat protein 19, mitochondrial OS=Homo sapiens OX=9606 GN=TTC19 PE=1 SV=4",0.480479333,0.000896932
2-hydroxyacyl-CoA lyase 1 OS=Homo sapiens OX=9606 GN=HACL1 PE=1 SV=2,0.480353333,0.000315061
Serine palmitoyltransferase 1 OS=Homo sapiens OX=9606 GN=SPTLC1 PE=1 SV=1,0.479854267,0.0018273
V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F PE=1 SV=2,0.479419667,0.001611264
Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens OX=9606 GN=GNG12 PE=1 SV=3,0.478666667,0.008341967
Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens OX=9606 GN=GNA13 PE=1 SV=2,0.4778179,0.012373571
Mitochondrial inner membrane protein OXA1L OS=Homo sapiens OX=9606 GN=OXA1L PE=1 SV=1,0.477566667,0.000490657
Syntaxin-binding protein 2 OS=Homo sapiens OX=9606 GN=STXBP2 PE=1 SV=1,0.477336667,0.002289639
RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1,0.477326667,0.069685259
Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2,0.476193333,0.013856909
Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8,0.475504567,0.015967097
Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,0.472656667,0.059789113
Discoidin domain-containing receptor 2 OS=Homo sapiens OX=9606 GN=DDR2 PE=1 SV=2,0.472383333,0.000399684
Helicase-like transcription factor (Fragment) OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=1,0.47106,0.019577356
Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2,0.470930333,0.000502736
Ras-related protein Rap-1A OS=Homo sapiens OX=9606 GN=RAP1A PE=1 SV=1,0.470576,0.000390593
Gamma-tubulin complex component 2 OS=Homo sapiens OX=9606 GN=TUBGCP2 PE=1 SV=2,0.470337667,0.010353995
T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=1,0.470319667,0.048243318
Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1,0.47011,0.098974614
Caseinolytic peptidase B protein homolog OS=Homo sapiens OX=9606 GN=CLPB PE=1 SV=1,0.468346667,0.001227191
"Magnesium transporter MRS2 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=MRS2 PE=1 SV=1",0.468161,0.000755734
Mpv17-like protein OS=Homo sapiens OX=9606 GN=MPV17L PE=1 SV=1,0.4676,0.004141063
Uncharacterized protein C15orf61 OS=Homo sapiens OX=9606 GN=C15orf61 PE=2 SV=2,0.465863333,0.005375543
Dephospho-CoA kinase domain-containing protein OS=Homo sapiens OX=9606 GN=DCAKD PE=1 SV=1,0.465795967,0.014572413
Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,0.46483,0.070854131
"Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS PE=1 SV=1",0.4640304,0.023322944
Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=2,0.463196667,0.012635343
Caseinolytic peptidase B protein homolog (Fragment) OS=Homo sapiens OX=9606 GN=CLPB PE=1 SV=8,0.460791667,0.004779769
Ras-related protein Rab-20 OS=Homo sapiens OX=9606 GN=RAB20 PE=1 SV=1,0.460736667,0.000190834
Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1,0.45804,0.289760684
Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=2,0.457943333,0.037798677
Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,0.45715,0.09365921
ATPase ASNA1 OS=Homo sapiens OX=9606 GN=ASNA1 PE=1 SV=1,0.454306,0.002542932
BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1,0.45314,0.031913393
"Adrenodoxin, mitochondrial OS=Homo sapiens OX=9606 GN=FDX1 PE=1 SV=1",0.452907,0.01972913
Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1,0.452450333,0.094158257
Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,0.45242,0.007738383
Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,0.452324,0.042665574
Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1,0.45131,0.074153509
Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,0.448838067,0.023654072
NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1,0.448510633,0.000741292
Oxidoreductase NAD-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OXNAD1 PE=1 SV=1,0.44724,0.001756328
Fibronectin type III domain-containing protein 3B OS=Homo sapiens OX=9606 GN=FNDC3B PE=1 SV=2,0.447145247,0.000486624
Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3,0.44511,0.030884242
Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=1,0.444612667,0.000762836
Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,0.442433333,0.001317181
Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens OX=9606 GN=CHD1L PE=1 SV=1,0.442163333,0.055185197
Kelch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=KLHDC4 PE=1 SV=1,0.441466667,0.043073158
Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3,0.440793333,0.083517873
Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1,0.44019,0.008503353
"Keratin, type II cytoskeletal 3 OS=Homo sapiens OX=9606 GN=KRT3 PE=1 SV=3",0.439412997,0.289554405
Surfeit locus protein 1 OS=Homo sapiens OX=9606 GN=SURF1 PE=1 SV=1,0.438849333,0.000897454
Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2,0.438543333,0.00157158
Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=1,0.436846667,0.160095743
Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3,0.436326667,0.013793068
Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2,0.43601,0.001109866
Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,0.434753333,0.061789655
Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,0.434731333,0.038486717
"Diaphanous homolog 2 (Drosophila), isoform CRA_c OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=3",0.434686667,0.055351875
Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens OX=9606 GN=PTPRS PE=1 SV=2,0.4343,0.029727523
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3,0.433561,0.006124212
Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,0.433316633,0.004369797
Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2,0.433142333,0.001514454
Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2,0.432963333,0.050265866
Sorting nexin-8 OS=Homo sapiens OX=9606 GN=SNX8 PE=1 SV=1,0.432536667,0.012788293
Acyl-CoA-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=ACBD5 PE=1 SV=1,0.431786667,0.000395325
Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2,0.4317721,0.002357193
Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1,0.431213333,0.001529522
Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=2,0.430776667,0.010110236
"Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=MARS PE=1 SV=2",0.42942,0.000284189
Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1,0.426898,0.000145186
Signal peptidase complex catalytic subunit SEC11C OS=Homo sapiens OX=9606 GN=SEC11C PE=1 SV=1,0.42597,0.016258519
MTHFD1L protein OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1,0.423352667,0.001327328
"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDK PE=1 SV=1",0.422696233,0.001685037
T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,0.42182,0.071343182
Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1,0.420193233,0.003106781
Cathepsin L2 OS=Homo sapiens OX=9606 GN=CTSV PE=1 SV=2,0.41968,0.142030589
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4,0.417913667,0.024017223
Mitochondrial import inner membrane translocase subunit Tim23 OS=Homo sapiens OX=9606 GN=TIMM23 PE=1 SV=1,0.417193333,0.00066591
Neudesin OS=Homo sapiens OX=9606 GN=NENF PE=1 SV=1,0.415788233,0.013664044
Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens OX=9606 GN=ERMP1 PE=1 SV=2,0.415391333,0.010764853
Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2,0.414836667,0.021165143
Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1,0.414393333,0.02145444
Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,0.41369,0.029532515
Transmembrane protein 161A OS=Homo sapiens OX=9606 GN=TMEM161A PE=1 SV=1,0.413323333,0.066727012
Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=2,0.413155333,0.142625344
T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,0.41262,0.056095885
Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,0.41046,1.11936E-05
"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial OS=Homo sapiens OX=9606 GN=CHCHD10 PE=1 SV=1",0.409562267,0.100302608
High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=1,0.409326667,0.00194339
SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=1,0.408939,0.011016896
Exopolyphosphatase PRUNE1 (Fragment) OS=Homo sapiens OX=9606 GN=PRUNE1 PE=1 SV=8,0.408633333,0.009475298
Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS PE=1 SV=5,0.40757,0.002256045
Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3,0.406336667,0.000661389
Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=1,0.406156333,0.008270981
Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,0.405981,0.240461553
Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1,0.405122,0.018718707
Protein disulfide-isomerase TMX3 OS=Homo sapiens OX=9606 GN=TMX3 PE=1 SV=2,0.405085967,0.001684538
Histidine triad nucleotide-binding protein 3 OS=Homo sapiens OX=9606 GN=HINT3 PE=1 SV=1,0.404811777,0.003904228
Nucleobindin-2 OS=Homo sapiens OX=9606 GN=NUCB2 PE=1 SV=3,0.4041304,0.153485271
Rho guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=ARHGEF1 PE=1 SV=2,0.40411,0.035762054
Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1,0.403934,0.012844178
Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4,0.403306667,0.068930069
Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1,0.403294667,0.04130782
Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,0.401579967,0.001187231
Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1,0.401561667,0.017688712
Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,0.401023467,0.053802896
Mitochondrial dynamics protein MID51 OS=Homo sapiens OX=9606 GN=MIEF1 PE=1 SV=1,0.40082,0.002266209
"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS PE=1 SV=2",0.39956,0.00133076
Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1,0.398452333,0.031985609
Sideroflexin-5 OS=Homo sapiens OX=9606 GN=SFXN5 PE=1 SV=1,0.397909333,0.009728993
Amyloid-like protein 2 OS=Homo sapiens OX=9606 GN=APLP2 PE=1 SV=2,0.397883333,0.030115256
"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS PE=1 SV=2",0.397206667,0.001652922
Selenocysteine-specific elongation factor OS=Homo sapiens OX=9606 GN=EEFSEC PE=1 SV=4,0.394833,0.006487806
eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,0.39479,0.039412118
Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2,0.394420667,0.054196636
E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,0.394034,0.029517693
Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,0.391853333,0.004114764
Peroxisomal membrane protein PMP34 OS=Homo sapiens OX=9606 GN=SLC25A17 PE=1 SV=1,0.39132,0.003621667
GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2,0.3907611,0.051889077
GTP-binding protein Rheb OS=Homo sapiens OX=9606 GN=RHEB PE=1 SV=1,0.390026,0.10467084
Retinol dehydrogenase 10 OS=Homo sapiens OX=9606 GN=RDH10 PE=1 SV=1,0.388803,0.00067235
Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1,0.38841,0.000936985
IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1,0.388116667,0.158131612
Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,0.385926667,0.06526604
N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3,0.385545667,0.016191658
Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2,0.38519,0.052595373
Mitochondrial import inner membrane translocase subunit Tim8 B OS=Homo sapiens OX=9606 GN=TIMM8B PE=1 SV=1,0.383766667,0.17937482
Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3,0.382185,0.005228159
OCIA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=OCIAD2 PE=1 SV=1,0.38209,0.000536933
"Keratin, type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=2 SV=3",0.380466667,0.448695457
Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=1,0.37688,0.002230468
Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,0.374376667,0.08203783
Prostaglandin F2 receptor negative regulator OS=Homo sapiens OX=9606 GN=PTGFRN PE=1 SV=2,0.37404,0.004453938
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens OX=9606 GN=PIN4 PE=1 SV=1,0.373286667,0.000654276
"cDNA FLJ56904, highly similar to RNA-binding protein Musashi homolog 2 OS=Homo sapiens OX=9606 GN=MSI2 PE=1 SV=1",0.373097333,0.002409462
Malignant T-cell-amplified sequence 1 OS=Homo sapiens OX=9606 GN=MCTS1 PE=1 SV=1,0.371783333,0.092789554
CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=1,0.371643333,0.111204655
Vacuolar protein sorting-associated protein 13D OS=Homo sapiens OX=9606 GN=VPS13D PE=1 SV=2,0.37153,0.033370356
60S acidic ribosomal protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1,0.36831,0.001761835
Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=1,0.368018,0.0525032
"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1",0.367496667,0.00423204
Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2,0.3665263,0.423189636
Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3,0.366511333,0.037033609
"Glycine cleavage system H protein, mitochondrial OS=Homo sapiens OX=9606 GN=GCSH PE=1 SV=2",0.364007667,0.006302832
"RNA-binding motif, single-stranded-interacting protein 2 OS=Homo sapiens OX=9606 GN=RBMS2 PE=1 SV=1",0.363586667,0.008248123
Beta-galactosidase OS=Homo sapiens OX=9606 GN=GLB1 PE=1 SV=2,0.363401,0.002200117
Fatty acid desaturase 3 OS=Homo sapiens OX=9606 GN=FADS3 PE=1 SV=1,0.363,0.148056291
Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1,0.36282,0.097588924
Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2,0.361871333,0.000239221
Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2,0.360806667,0.006327311
Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,0.36023,0.111838749
Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1,0.360217333,0.000585478
"Protein FAM210B, mitochondrial OS=Homo sapiens OX=9606 GN=FAM210B PE=1 SV=2",0.359556667,0.054608357
Mitochondrial inner membrane protease subunit 2 OS=Homo sapiens OX=9606 GN=IMMP2L PE=2 SV=1,0.359477,0.002387409
Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,0.359126667,0.003306819
Protein FAM177A1 (Fragment) OS=Homo sapiens OX=9606 GN=FAM177A1 PE=1 SV=1,0.357719667,0.000741393
Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=1,0.35768578,0.002894016
Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3,0.357255333,0.012148854
Leucyl-cystinyl aminopeptidase OS=Homo sapiens OX=9606 GN=LNPEP PE=1 SV=3,0.356401,0.001520469
Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1,0.356306667,0.328980823
Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2,0.355867,0.109543257
Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3,0.354516667,0.006269816
"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2",0.354336667,0.132308247
Collagen alpha-1(VII) chain OS=Homo sapiens OX=9606 GN=COL7A1 PE=1 SV=2,0.350456667,0.099008828
Transmembrane protein 109 OS=Homo sapiens OX=9606 GN=TMEM109 PE=1 SV=1,0.349987667,0.000991477
